Date Time,Freq1,Freq2,Pulse1,Pulse2,Massflow1,Massflow2,Volumeflow1,Volumeflow2,Pressure1,Pressure2,Temp1,Temp2,Density1,Density2
DD/MM/YY HH:mm,Hz,Hz,cycle/hour,cycle/hour,kg/hr,kg/hr,Sm^3/hr,Sm^3/hr,bar,bar,¡C,¡C,kg/m^3,kg/m^3
EC02,FT301,FT302,FT301,FT302,FT301,FT302,FT301,FT302,PT301,PT302,TT301,TT302,DT301,DT302
5/5/2023 12:16,21.9497,0,79019.0391,0,13.8409,0,11.276,0,1.7587,-0.017868,26.6736,27.7011,1.2269,1.2275
5/5/2023 12:16,16.9405,0,60985.7305,0,13.2839,0,10.8223,0,1.7587,-0.017639,26.6874,27.7217,1.2269,1.2275
5/5/2023 12:16,20.9364,0,75371.1172,0,13.1846,0,11.0798,0,1.7591,-0.017639,26.6978,27.6702,1.2269,1.2275
5/5/2023 12:16,21.1579,0,76168.2812,0,13.4577,0,11.197,0,1.7589,-0.017639,26.6771,27.7388,1.2269,1.2275
5/5/2023 12:16,21.1966,0,76307.7031,0,13.769,0,11.2174,0,1.7587,-0.017639,26.6667,27.6463,1.2269,1.2275
5/5/2023 12:16,21.5752,0,79141.2109,0,14.0149,0,11.4178,0,1.7596,-0.017868,26.7391,27.7148,1.2269,1.2275
5/5/2023 12:16,20.97,0,75491.8516,0,13.9368,0,11.0975,0,1.7596,-0.017868,26.6736,27.6942,1.2269,1.2275
5/5/2023 12:16,21.4688,0,77287.5,0,13.8941,0,11.3615,0,1.7593,-0.017639,26.6357,27.6668,1.2269,1.2275
5/5/2023 12:16,21.5979,0,77752.3359,0,14.0029,0,11.4298,0,1.7593,-0.017639,26.6909,27.7457,1.2269,1.2275
5/5/2023 12:16,22.6093,0,81393.375,0,14.6866,0,11.9651,0,1.7593,-0.017639,26.7908,27.6771,1.2269,1.2275
5/5/2023 12:16,21.5801,0,77688.4062,0,14.2149,0,11.5807,0,1.7593,-0.017868,26.6667,27.6668,1.2269,1.2275
5/5/2023 12:16,21.4415,0,77189.3984,0,13.9733,0,11.3471,0,1.7593,-0.017868,26.684,27.7217,1.2269,1.2275
5/5/2023 12:16,17.6003,0,63361.1992,0,12.7202,0,9.3143,0,1.7593,-0.017868,26.6736,27.7628,1.2269,1.2275
5/5/2023 12:16,21.1205,0,77572.1172,0,13.7196,0,11.1772,0,1.7593,-0.017639,26.6978,27.6908,1.2269,1.2275
5/5/2023 12:16,19.1764,0,69034.9844,0,12.9655,0,10.1483,0,1.7593,-0.017639,26.7598,27.7354,1.2269,1.2275
5/5/2023 12:16,21.2526,0,76509.3125,0,13.6795,0,11.2471,0,1.7591,-0.017868,26.7426,27.6702,1.2269,1.2275
5/5/2023 12:16,21.3748,0,76949.3594,0,13.8848,0,11.3118,0,1.7596,-0.017868,26.7081,27.7936,1.2269,1.2275
5/5/2023 12:16,21.3732,0,77210.6016,0,13.8837,0,11.3109,0,1.7591,-0.017868,26.684,27.6977,1.2269,1.2275
5/5/2023 12:16,22.0231,0,79283.3203,0,14.0401,0,11.4383,0,1.7591,-0.017639,26.7185,27.6977,1.2269,1.2275
5/5/2023 12:16,21.4301,0,77148.4375,0,14.215,0,11.341,0,1.7591,-0.017868,26.7012,27.7354,1.2269,1.2275
5/5/2023 12:16,21.5517,0,77585.9688,0,13.9931,0,11.4054,0,1.7593,-0.017868,26.6874,27.66,1.2269,1.2275
5/5/2023 12:16,19.9214,0,71717.2188,0,12.9407,0,10.5426,0,1.7596,-0.017868,26.7495,27.7285,1.2269,1.2275
5/5/2023 12:16,19.9357,0,73281.4531,0,12.9499,0,10.5502,0,1.7589,-0.017868,26.746,27.7388,1.2269,1.2275
5/5/2023 12:17,21.6932,0,78095.5781,0,13.4172,0,10.9309,0,1.7591,-0.017868,26.7633,27.7525,1.2269,1.2275
5/5/2023 12:17,21.6113,0,77800.7188,0,14.1183,0,11.4369,0,1.7593,-0.017868,26.7908,27.7388,1.2269,1.2275
5/5/2023 12:17,21.4786,0,77322.8047,0,14.1563,0,11.3667,0,1.7591,-0.018097,26.7391,27.7457,1.2269,1.2275
5/5/2023 12:17,21.2599,0,76535.7109,0,13.8101,0,11.251,0,1.7598,-0.017868,26.8081,27.6977,1.2269,1.2275
5/5/2023 12:17,21.2362,0,76397.7188,0,13.7947,0,11.2384,0,1.7598,-0.017868,26.7839,27.6223,1.2269,1.2275
5/5/2023 12:17,19.829,0,71384.5469,0,13.6891,0,11.1524,0,1.7596,-0.017868,26.8081,27.7251,1.2269,1.2275
5/5/2023 12:17,20.5146,0,73852.6094,0,11.8493,0,10.8565,0,1.7596,-0.018097,26.8219,27.7148,1.2269,1.2275
5/5/2023 12:17,21.3927,0,77013.8906,0,13.7225,0,11.3213,0,1.7598,-0.017868,26.7943,27.7045,1.2269,1.2275
